No.,Jenis Perkara,Usia Penggugat,Usia Tergugat,Pendidikan Terakhir Penggugat,Pendidikan Terakhir Tergugat,Pekerjaan Penggugat,Pekerjaan tergugat,Usia Pernikahan,jumlah anak,Alasan Perceraian,Hasil putusan perkara,,,,,
868,CG,25,28,SMA,SMA,Karyawan,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
869,CG,31,37,SMA,SMA,Wiraswasta,Karyawan,11,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
870,CT,30,30,SMA,SMA,Developer,PNS,10,3,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
871,CG,19,25,SMA,SMA,t.a,Wiraswasta,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
872,CG,17,20,SMA,SD,t.a,petani,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
873,CG,20,22,SD,SD,Petani,Petani,3,1,Ekonomi,Cerai,,,,,
874,CT,40,30,SMA,SMA,Wiraswasta,t.a,6,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
875,CG,24,29,S1,S1,Honorer,t.a,3,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
876,CG,27,31,S1,SMA,Karyawan,t.a,8,0,Kawin Paksa,Cerai,,,,,
877,CG,26,28,SD,SMK,Karyawan,Karyawan,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
878,CG,64,54,SPG,SMA,Pensiunan,PNS,35,3,Ekonomi,Cerai,,,,,
879,CG,33,28,SD,SD,t.a,t.a,9,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
880,CG,18,21,SMA,SMP,Karyawan,Karyawan,2,1,KDRT,Cerai,,,,,
881,CG,33,39,SMA,SMP,t.a,petani,12,0,KDRT,Cerai,,,,,
882,CG,41,41,SD,SMP,t.a,t.a,20,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
883,CG,40,42,SD,SMA,t.a,t.a,22,2,Poligami,Tidak Cerai,,,,,
884,CG,31,34,SMA,SMA,Karyawan,Security,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
885,CG,22,45,SMP,SMA,Karyawan,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
886,CG,22,24,SD,SD,t.a,Tukang Ojek,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
887,CG,27,31,SMA,SMA,t.a,t.a,8,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
888,CG,33,35,SMA,SMA,Karyawan,Karyawan,15,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
889,CG,33,50,SMK,SD,Petani,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
890,CT,27,22,SMA,SMA,Karyawan,Honorer,3,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
891,CT,33,29,SMA,SD,t.a,t.a,11,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
892,CG,24,31,SD,SMA,t.a,Buruh Bangunan,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
893,CG,37,34,SMA,SMP,Penjual,t.a,9,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
894,CT,37,29,SMA,SMP,Cleaning Service,t.a,12,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
895,CG,40,36,D2,SMA,Honorer,Karyawan,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
896,CG,28,28,SD,SD,t.a,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
897,CG,53,57,S1,S2,PNS,Dokter,17,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
898,CG,34,34,SD,SMP,t.a,t.a,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
899,CG,27,29,D3,SMA,t.a,Pelaut,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
900,CT,51,51,D3,SD,Buruh Harian,t.a,31,3,Meninggalkan Salah Satu Pihak,Cerai,,,,,
901,CG,19,30,SD,SD,t.a,Buruh Bangunan,2,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
902,CG,43,42,SMA,SMA,Wiraswasta,Wartawan,9,1,Meninggalkan Salah Satu Pihak,Tidak Cerai,,,,,
903,CG,29,31,D3,D3,PNS,PNS,6,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
904,CG,25,22,D3,SMA,t.a,Karyawan,3,1,KDRT,Cerai,,,,,
905,CG,20,22,SMP,SMA,t.a,Nelayan,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
906,CT,47,47,S1,S1,Asisten Pribadi,Agen PT,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
907,CG,22,34,SD,SMA,t.a,Security,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
908,CG,43,44,SMA,SMA,Honorer,Developer,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
909,CT,40,47,S1,SMA,Jual Beli Sapi,t.a,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
910,CT,34,34,SD,SMP,Nelayan,Karyawan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
911,CT,84,53,SD,SD,Petani,Penjual,1,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
912,CG,43,55,SMA,SMA,t.a,t.a,25,5,Meninggalkan Salah Satu Pihak,Cerai,,,,,
913,CG,37,40,S1,SMA,t.a,Wartawan,8,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
914,CT,29,22,SMK,SMA,Karyawan,t.a,5,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
915,CG,33,39,SMK,SD,t.a,Buruh Bangunan,14,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
916,CG,46,47,SD,SD,t.a,Buruh Bangunan,28,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
917,CT,27,24,SMA,SMA,t.a,penjual Barang Pecah Belah,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
918,CG,17,21,SMP,SMP,t.a,Nelayan,1,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
919,CG,19,23,SMA,SD,Karyawan,Buruh Bangunan,2,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
920,CG,20,20,SMK,SMK,t.a,t.a,2,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
921,CG,41,46,S1,SMP,Agen Produk,Petani,24,3,Poligami,Cerai,,,,,
922,CG,19,21,SD,SD,t.a,Buruh Bangunan,1,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
923,CT,25,30,SD,SD,Nelayan,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
924,CG,21,23,SMP,SD,t.a,Karyawan,2,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
925,CG,48,56,D2,S1,t.a,PNS,25,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
926,CT,33,36,SD,SD,Penjual Ikan,t.a,13,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
927,CG,26,33,D3,D3,Honorer,pelaut,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
928,CG,20,35,SD,SD,t.a,Supir,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
929,CG,22,32,SMP,SMP,t.a,petani,5,1,KDRT,Cerai,,,,,
930,CG,32,34,SMP,SMP,Karyawan,Karyawan,14,2,KDRT,Cerai,,,,,
931,CT,25,29,SMP,SMA,t.a,t.a,8,1,KDRT,Cerai,,,,,
932,CT,38,42,SD,SMA,t.a,Karyawan,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
933,CG,42,45,STM,S1,Karyawan,Honorer,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
934,CG,37,38,SD,SMA,t.a,Karyawan,20,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
935,CG,36,38,SMA,SMA,t.a,TNI,16,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
936,CG,23,29,SD,SD,t.a,Buruh Bangunan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
937,CG,24,36,SMA,SD,Karyawan,Penjual Buah,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
938,CG,23,27,SMK,SMK,t.a,Makelar,5,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
939,CT,39,37,SD,SD,Petani,t.a,17,2,Mabuk,Tidak Cerai,,,,,
940,CG,40,41,SMP,SMP,Karyawan,Karyawan,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
941,CG,37,38,SMA,SD,Agen PT,Tukang Batu,16,3,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
942,CG,36,40,SD,SMA,t.a,Petani,10,1,Ekonomi,Cerai,,,,,
943,CG,46,47,SMA,SMA,t.a,t.a,20,2,Ekonomi,Tidak Cerai,,,,,
944,CG,39,40,STM,SMA,t.a,Buruh Bangunan,5,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
945,CG,45,51,SMA,SMA,Wiraswasta,Supir,19,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
946,CG,28,29,S1,SMA,t.a,POLRI,2,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
947,CG,22,27,SMA,SMA,t.a,Petani,4,0,Kawin Paksa,Cerai,,,,,
948,CG,28,34,SMA,SMA,t.a,Karyawan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
949,CG,25,27,SMA,SMA,Karyawan,Karyawan,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
950,CG,24,29,SMA,SMA,t.a,Buruh Bangunan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
951,CG,36,39,SD,SD,t.a,t.a,14,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
952,CG,36,38,SMA,SMA,Karyawan,t.a,16,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
953,CT,33,26,SMA,SMP,Wiraswasta,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
954,CT,25,26,SD,SMP,Penjual Ayam,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
955,CG,32,32,SMA,SD,t.a,Supir,10,2,Judi,Cerai,,,,,
956,CG,27,26,SMP,SMP,Karyawan,Karyawan,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
957,CG,23,29,SMA,SMA,t.a,Supir,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
958,CG,41,36,SMP,SD,t.a,t.a,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
959,CG,25,32,SMA,S1,t.a,t.a,7,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
960,CG,26,30,SD,SMA,Karyawan,Penjual Ikan,2,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
961,CT,21,20,SD,SMK,petani,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
962,CT,36,31,SMA,SMA,Penjual bakso,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
963,CG,28,29,SD,SMP,Penjual Pakaian,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
964,CT,37,34,SLTA,S1,Wiraswasta,Karyawan,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
965,CG,26,33,SLTA,SMP,t.a,t.a,6,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
966,CG,31,35,SMA,SMA,t.a,sopir,4,3,Meninggalkan Salah Satu Pihak,Cerai,,,,,
967,CG,19,26,SD,SMP,t.a,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
968,CG,26,28,SMP,SMA,Penyanyi,Penyanyi,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
969,CT,28,24,SMA,SMA,Pedagang,Karyawan,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
970,CG,30,29,SMK,SMA,Karyawan,Buruh Bangunan,2,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
971,CG,20,24,SMA,SMA,Penjual Pakaian,Buruh Bangunan,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
972,CG,20,25,SMA,SMP,t.a,t.a,3,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
973,CG,34,45,SD,SMA,t.a,t.a,15,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
974,CG,40,52,SMA,SMK,Karyawan,Direktur CV,18,6,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
975,CG,24,33,SD,SD,t.a,t.a,4,1,Mabuk,Cerai,,,,,
976,CG,25,28,SMP,SMA,t.a,Buruh Bangunan,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
977,CG,25,31,SMA,D3,Karyawan,Usaha RM,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
978,CG,29,33,S1,SMA,Karyawan,PNS,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
979,CG,22,30,SMK,SD,t.a,Honorer,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
980,CG,26,29,SMP,SMA,t.a,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
981,CG,20,23,SMA,SMA,t.a,Peternak ayam,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
982,CG,34,41,SMP,SMA,t.a,Wiraswasta,13,3,Meninggalkan Salah Satu Pihak,Cerai,,,,,
983,CT,28,18,SD,SMA,Usaha Bengkel,t.a,2 bulan ,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
984,CG,32,37,S1,SMP,PNS,Honorer,8,2,Ekonomi,Cerai,,,,,
985,CG,21,25,SMA,SMA,t.a,Karyawan,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
986,CT,26,30,S1,SMA,Honorer,Karyawan,1,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
987,CG,22,30,SMA,SMP,karyawan,Karyawan,6,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
988,CG,30,33,SMP,SD,Wiraswasta,Supir,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
989,CT,45,35,SD,SMA,Petani,t.a,24,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
990,CG,21,23,SD,SMA,t.a,t.a,3,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
991,CG,27,31,SMP,SMA,Karyawan,t.a,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
992,CG,22,25,SMA,SMA,t.a,t.a,5,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
993,CG,22,28,SMP,SMP,t.a,Buruh Bangunan,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
994,CG,19,22,SMA,SMA,t.a,Supir,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
995,CT,33,32,SMA,SMP,Karyawan,Supir,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
996,CG,25,27,SD,SD,Karyawan,Penjual Ikan,4,0,Judi,Cerai,,,,,
997,CT,56,53,SMA,SMA,TNI,t.a,33,4,Meninggalkan Salah Satu Pihak,Cerai,,,,,
998,CT,27,19,SMA,SMP,Karyawan,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
999,CT,46,44,SMA,SMA,Karyawan,Wiraswasta,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1000,CG,23,34,SMP,SD,Karyawan,Penjual,5,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1001,CG,33,46,SMA,SMA,t.a,Karyawan,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1002,CT,35,36,SD,SD,Penjual Buah,t.a,10,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1003,CT,27,26,SMK,SMA,Karyawan,Karyawan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1004,CG,25,32,SD,SMK,t.a,Petani,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1005,CG,28,49,SMA,SMA,t.a,Karyawan,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1006,CT,40,47,S1,SMA,Jual Beli Sapi,t.a,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1007,CG,24,27,SD,SD,t.a,Supir,6,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1008,CG,20,22,SMA,SD,t.a,Buruh Bangunan,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1009,CG,20,24,SD,SD,t.a,t.a,2,0,Ekonomi,Cerai,,,,,
1010,CG,28,39,SD,SMA,Karyawan,t.a,8,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1011,CG,25,29,SD,SD,Karyawan,Petani,8,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1012,CG,29,33,SMP,SMP,t.a,Buruh Bangunan,10,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1013,CG,28,34,SD,SD,t.a,Petani,12,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1014,CT,51,41,SD,SMP,Honorer,t.a,26,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1015,CG,41,34,SMA,SMP,Usaha,Supir,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1016,CG,28,39,SD,SD,Karyawan,Petani,14,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1017,CT,36,22,SD,SD,Buruh Bangunan,t.a,3,1,Kawin Paksa,Cerai,,,,,
1018,CT,23,23,S1,D3,Honorer,Honorer,3 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1019,CG,24,26,SD,SD,Karyawan,Karyawan,7,1,KDRT,Cerai,,,,,
1020,CG,21,28,SD,SD,Karyawan,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1021,CG,22,25,SMA,SD,Karyawan,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1022,CG,24,31,SMK,SMP,t.a,Security,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1023,CG,24,32,SMP,SMP,t.a,Petani,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1024,CG,21,41,D3,SMA,Penjual Es,PNS,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1025,CG,24,23,SMP,SMP,t.a,Karyawan,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1026,CG,22,28,SD,SD,t.a,Petani,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1027,CT,33,19,SD,SD,Penjual Ikan,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1028,CG,27,25,SMA,SMA,t.a,Wiraswasta,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1029,CG,23,25,SMP,SMA,t.a,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1030,CT,26,26,SMP,SMP,Tukang Kayu,Cleaning Service,9,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1031,CG,31,30,SMP,SD,Penjual Pakaian,t.a,8,3,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1032,CG,18,20,SMA,SMA,t.a,Penjual Ikan,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1033,CG,19,22,SMP,SMA,t.a,Karyawan,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1034,CG,31,36,SD,SD,t.a,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1035,CG,27,27,SD,SD,t.a,t.a,8,1,Ekonomi,Cerai,,,,,
1036,CT,22,19,SMA,SMA,Pengusaha,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1037,CG,40,44,S2,S2,Pengusaha,Dosen,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1038,CG,29,43,SMA,SMA,t.a,PNS,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1039,CG,25,24,S1,SMA,Honorer,Karyawan,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1040,CG,27,26,SD,SMA,t.a,Penjual Es,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1041,CT,31,31,SMA,SMA,Karyawan,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1042,CG,19,22,SD,SD,t.a,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1043,CT,34,32,SMK,SMP,Karyawan,t.a,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1044,CT,41,25,SMA,SMA,Honorer,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1045,CG,27,31,SMA,SMA,Karyawan,Karyawan,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1046,CG,28,29,SMP,SD,t.a,Petani,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1047,CG,36,41,SMP,SD,t.a,Karyawan,17,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1048,CG,27,24,SD,SMP,Karyawan,Supir,4,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1049,CG,31,40,SD,SD,t.a,Petani,16,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1050,CG,21,25,SD,SD,Penjual Pakaian,Penjual Ikan,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1051,CG,24,34,SMP,SD,t.a,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1052,CT,42,38,D3,SMA,Pelaut,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1053,CG,36,39,S1,SMA,Honorer,Buruh Bangunan,18,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1054,CG,28,31,SMK,SMA,Penjual Pakaian,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1055,CG,32,36,SMK,SD,t.a,Pengusaha,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1056,CT,25,32,SD,SD,Buruh Bangunan,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1057,CG,22,24,SMA,SD,t.a,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1058,CT,43,36,S1,D3,Karyawan,t.a,15,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1059,CG,22,24,SMP,SD,t.a,Penjual Gorengan,5,1,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1060,CG,43,62,SD,SD,Penjual,t.a,17,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1061,CG,24,30,SMA,SD,t.a,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1062,CG,26,37,SMA,SD,t.a,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1063,CT,30,23,SMP,SMP,Karyawan,t.a,3,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1064,CT,27,24,SMA,SMA,t.a,Penjual,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1065,CG,74,50,SMA,SMP,PNS,t.a,52,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1066,CG,35,39,SD,SD,t.a,Petani,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1067,CT,38,42,SD,SMA,t.a,Karyawan,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai,,,,,
1068,CT,26,20,SMA,SMA,t.a,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1069,CG,20,29,SMA,SMA,Karyawan,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1070,CT,40,22,SMA,SMP,Pengusaha,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1071,CG,44,48,S1,SD,Dosen,t.a,7 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1072,CG,23,31,SD,SD,Penjual Pakaian,Nelayan,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1073,CG,37,48,SMP,S1,Karyawan,Honorer,20,2,Ekonomi,Tidak Cerai,,,,,
1074,CT,37,38,SMA,SMP,Pengusaha,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1075,CT,35,29,SMA,SMA,Penjual Ayam,t.a,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1076,CG,42,45,SMP,SMA,Petani,Supir,24,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1077,CT,27,23,SD,SD,Penjual Sayur,Karyawan,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1078,CG,39,42,D3,S1,Karyawan,PNS,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1079,CG,20,23,SD,SMP,Karyawan,Buruh Bangunan,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1080,CT,23,22,SMA,SMA,Karyawan,t.a,2,0,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1081,CT,30,33,SMA,SMA,t.a,t.a,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1082,CG,53,56,SMA,SMA,t.a,Kontraktor,12,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1083,CT,40,46,SMP,SMA,Supir,t.a,21,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1084,CG,24,26,SD,SD,Penjual Pakaian,Buruh Bangunan,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1085,CG,33,39,SMP,SMA,t.a,PNS,13,2,Meninggalkan Salah Satu Pihak,Cerai,,,,,
1086,CG,32,39,SMA,SD,Honorer,t.a,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1087,CG,24,32,SD,SD,Karyawan,Penjual Pakaian,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
1088,CG,31,30,S1,SMA,Honorer,Guru,5,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai,,,,,
